market_hash_name,currency,current_min_price,suggested_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
UMP-45 | Minotaur's Labyrinth (Minimal Wear),EUR,150,126.96,,,,,0,111.09,111.09,111.09,111.09,1,92.73,111.09,101.91,101.91,2,92.73,124.64,108.04,111.09,5
Dual Berettas | Royal Consorts (Factory New),EUR,3.6,3.47,2.55,2.55,2.55,2.55,1,2.55,9.79,3.98,3.72,11,2.3,9.79,3.54,3.44,58,1.98,18.6,3.65,3.42,201
★ Huntsman Knife | Bright Water (Well-Worn),EUR,115,150.33,,,,,0,,,,,0,114.99,114.99,114.99,114.99,1,114.77,125.78,118.51,114.99,3
MAG-7 | Metallic DDPAT (Factory New),EUR,0.46,0.44,0.33,6,2.04,0.54,7,0.32,6,0.65,0.5,170,0.18,7.5,0.6,0.48,796,0.1,7.5,0.38,0.29,4196
StatTrak™ Glock-18 | Oxide Blaze (Factory New),EUR,1.95,2.09,1.48,1.48,1.48,1.48,1,1.48,2.63,1.94,1.98,6,1.35,2.95,1.92,1.93,26,1.08,11.76,2.18,1.94,82
Sticker | jks (Foil) | Cologne 2015,EUR,,27.16,,,,,0,,,,,0,23.5,26.5,25,25,2,23.29,26.5,24.43,23.5,3
Sticker | Snax (Foil) | MLG Columbus 2016,EUR,,15.06,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | cadiaN | Rio 2022,EUR,0.36,0.1,,,,,0,0.08,0.08,0.08,0.08,1,0.07,0.36,0.15,0.08,8,0.07,0.36,0.09,0.08,44
Tec-9 | Blue Blast (Minimal Wear),EUR,0.07,0.09,0.05,0.77,0.3,0.07,3,0.05,0.82,0.32,0.34,24,0.05,2.2,0.37,0.09,87,0.05,2.2,0.48,0.12,151
StatTrak™ AK-47 | Slate (Factory New),EUR,45.34,53.71,39.98,39.98,39.98,39.98,1,37,62.5,48.81,48.99,9,35.7,250,49.89,46.35,74,31.28,344.48,49.6,45.38,234
★ StatTrak™ Talon Knife | Ultraviolet (Minimal Wear),EUR,,615.23,,,,,0,,,,,0,481.77,481.77,481.77,481.77,1,466.97,576.54,508.43,481.77,3
AK-47 | Cartel (Field-Tested),EUR,13.81,16.4,11.64,215.94,53.87,13.1,5,11.64,215.94,20.8,14.6,33,9.67,215.94,14.98,13.63,137,9.67,215.94,14.86,14.28,415
★ StatTrak™ Bayonet | Night (Field-Tested),EUR,274.44,283.27,,,,,0,,,,,0,,,,,0,194.5,289.06,246,239.24,6
Galil AR | Vandal (Minimal Wear),EUR,0.85,0.97,0.69,0.95,0.82,0.82,2,0.69,0.98,0.83,0.77,7,0.65,1.29,0.87,0.79,25,0.62,2.39,0.88,0.83,71
Sticker | Ocean Sunset Flick (Holo),EUR,9.99,5.84,,,,,0,6.11,7,6.34,6.11,9,5.74,7,6.07,5.98,23,4.81,7,5.82,5.82,39
Sealed Graffiti | Recoil MAC-10 (Tracer Yellow),EUR,,1.92,,,,,0,,,,,0,1.7,1.7,1.7,1.7,1,1.7,1.7,1.7,1.7,1
Sticker | phzy | Shanghai 2024,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.03,0.02,0.02,93,0.02,0.19,0.03,0.02,102
Five-SeveN | Nightshade (Factory New),EUR,2.81,2.64,,,,,0,2.78,3.04,2.9,2.86,5,2.03,3.33,2.57,2.52,12,1.53,3.75,2.38,2.24,37
Sticker | Perfecto | Paris 2023,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,6,0.02,0.02,0.02,0.02,34
Sticker | sh1ro (Foil) | Austin 2025,EUR,,0.39,,,,,0,,,,,0,,,,,0,,,,,0
★ Shadow Daggers | Damascus Steel (Minimal Wear),EUR,110.04,131.12,,,,,0,100.58,105.21,103.31,103.72,4,90.8,112.21,100.8,100.58,11,90.8,130.95,107.58,104.81,29
Sticker | Jame | Katowice 2019,EUR,1.1,0.46,,,,,0,,,,,0,,,,,0,0.31,0.31,0.31,0.31,2
Sticker | Apeks (Gold) | Paris 2023,EUR,2.64,2.03,,,,,0,1.49,2.74,2.42,2.64,12,1.49,2.74,2.62,2.74,52,1.26,3.55,2.57,2.74,132
Sticker | 3DMAX (Holo) | Katowice 2015,EUR,230,199.14,,,,,0,,,,,0,188,196.95,192.3,191.96,3,175,196.95,188.19,189.03,5
StatTrak™ MAC-10 | Toybox (Field-Tested),EUR,10.4,12.02,,,,,0,13.02,13.02,13.02,13.02,1,10,13.02,11.51,11.51,2,8.06,13.09,11.14,12.13,10
XM1014 | Ancient Lore (Minimal Wear),EUR,52.03,45.74,,,,,0,,,,,0,36,36,36,36,1,30.35,39.28,34.32,33.82,4
USP-S | Blueprint (Factory New),EUR,25.12,31.09,22.91,59.9,41.41,41.4,2,22.91,59.9,31.44,25.29,7,21.48,117.86,33.57,26.48,34,19.74,117.86,29.81,27.04,125
Patch | Dragon,EUR,3.99,3.66,2.68,3.35,3.02,3.02,2,2.68,4.79,3.6,3.57,5,2.68,4.79,3.9,3.6,9,2.68,4.79,4.04,4.39,35
Souvenir SG 553 | Waves Perforated (Factory New),EUR,,99.6,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Recoil CZ-75 (Dust Brown),EUR,3.19,1.23,,,,,0,,,,,0,,,,,0,0.89,0.89,0.89,0.89,1
StatTrak™ Tec-9 | Avalanche (Field-Tested),EUR,4.38,4.89,,,,,0,3.62,5.64,4.63,4.63,2,3,9,4.28,4.08,29,3,9,4.02,3.86,80
StatTrak™ UMP-45 | Riot (Well-Worn),EUR,1.19,1.18,,,,,0,,,,,0,,,,,0,0.88,1.3,1.08,1.06,6
Sticker | Vitality (Gold) | 2020 RMR,EUR,3.99,2.13,,,,,0,,,,,0,1.45,2.99,2.54,2.96,12,1.16,2.99,2.06,1.9,29
Sealed Graffiti | Smirk (Monarch Blue),EUR,0.3,0.27,,,,,0,,,,,0,0.26,0.3,0.29,0.3,3,0.22,0.37,0.28,0.28,17
XM1014 | Copperflage (Minimal Wear),EUR,1.99,2.14,1.52,1.52,1.52,1.52,1,1.52,2.2,1.97,2.09,16,1.4,2.27,1.92,1.97,36,0.94,4.15,1.88,1.92,45
Berlin 2019 Viewer Pass + 3 Souvenir Tokens,EUR,53.13,46.5,,,,,0,,,,,0,42.09,44.45,43.27,43.27,2,42.09,44.45,43.27,43.27,2
Sticker | Techno4K (Glitter) | Paris 2023,EUR,0.07,0.03,,,,,0,0.02,0.03,0.03,0.02,2,0.02,0.03,0.02,0.02,5,0.02,0.1,0.03,0.02,17
M4A4 | Sheet Lightning (Field-Tested),EUR,6.15,6.4,4.56,4.56,4.56,4.56,1,4.56,15.98,6.49,5.36,9,4.22,17.25,6.34,5.9,38,3.7,19.99,7.15,6.06,60
StatTrak™ Tec-9 | Bamboozle (Factory New),EUR,5.12,6.02,4.5,5.24,4.87,4.87,2,4.5,8.75,6.1,5.96,5,4.33,12.95,6.29,5.96,21,3.97,14.97,6.45,5.96,61
★ StatTrak™ Huntsman Knife,EUR,350.02,277.75,,,,,0,206.99,242,224.5,224.5,2,205.73,245.96,230.71,241.66,6,205.73,299.99,236.11,241.33,11
Sealed Graffiti | Recoil XM1014 (SWAT Blue),EUR,,1.88,,,,,0,,,,,0,,,,,0,1.3,1.3,1.3,1.3,1
★ StatTrak™ Paracord Knife | Crimson Web (Minimal Wear),EUR,313.3,339.91,,,,,0,,,,,0,260.54,260.54,260.54,260.54,1,218.08,325,263.62,260.54,5
Sticker | CeRq (Glitter) | Rio 2022,EUR,0.99,0.21,,,,,0,,,,,0,0.14,0.25,0.2,0.2,2,0.08,0.69,0.37,0.45,9
Sticker | History (Gold) | Paris 2023,EUR,0.86,0.92,,,,,0,,,,,0,,,,,0,0.56,0.7,0.63,0.63,2
Sawed-Off | First Class (Battle-Scarred),EUR,,32.74,,,,,0,,,,,0,,,,,0,32.58,32.58,32.58,32.58,1
Sealed Graffiti | Backstab (Dust Brown),EUR,0.02,0.03,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,6,0.02,0.02,0.02,0.02,22
StatTrak™ P250 | Asiimov (Well-Worn),EUR,10.86,10.68,,,,,0,7.54,10.77,9.72,10.28,4,6.5,10.77,8.56,8.3,10,6.5,11.04,9.2,9.14,24
Sticker | Virtus.Pro (Foil) | London 2018,EUR,20.99,17.11,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Global Elite (Foil),EUR,12.77,11.94,,,,,0,12.99,12.99,12.99,12.99,3,9.2,13.99,12.04,11.77,24,7.46,17.23,11.83,11.59,68
Five-SeveN | Contractor (Field-Tested),EUR,4.03,3.32,,,,,0,,,,,0,2.42,2.45,2.44,2.44,2,2,4.26,2.68,2.3,8
MLG Columbus 2016 Dust II Souvenir Package,EUR,,44.82,,,,,0,,,,,0,,,,,0,,,,,0
"StatTrak™ Music Kit | Daniel Sadowski, Eye of the Dragon",EUR,3.97,2.57,,,,,0,2.33,2.33,2.33,2.33,1,2.33,4.99,3.17,2.77,20,2.15,4.99,3.1,3.03,61
Souvenir PP-Bizon | Anolis (Battle-Scarred),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.03,0.02,0.02,10,0.02,0.03,0.02,0.02,10
Nova | Ranger (Minimal Wear),EUR,0.44,0.46,0.33,0.33,0.33,0.33,1,0.33,0.49,0.44,0.49,3,0.23,0.64,0.47,0.45,28,0.23,0.64,0.41,0.39,97
★ Driver Gloves | Racing Green (Minimal Wear),EUR,97.52,117.46,93.2,93.2,93.2,93.2,1,93.07,225.28,119.91,106.26,9,82.99,225.28,112.24,104.53,48,82.99,240.28,115.63,108,99
Sticker | seang@res | Boston 2018,EUR,63.6,58.07,,,,,0,57.13,57.13,57.13,57.13,1,57.13,57.13,57.13,57.13,1,40.11,57.13,48.62,48.62,2
Galil AR | Green Apple (Minimal Wear),EUR,0.18,0.2,0.14,0.2,0.15,0.15,11,0.12,0.51,0.22,0.15,63,0.07,5.11,0.21,0.14,216,0.07,5.11,0.21,0.13,502
SG 553 | Night Camo (Field-Tested),EUR,0.03,0.04,0.02,0.02,0.02,0.02,1,0.02,0.41,0.06,0.03,15,0.02,0.42,0.04,0.03,78,0.02,0.42,0.04,0.03,140
Sticker | BnTeT | Boston 2018,EUR,,5.37,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | misutaaa | Antwerp 2022,EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,,,,,0
Sir Bloody Silent Darryl | The Professionals,EUR,29.99,35.43,26.25,33.71,31.15,32.42,18,23.15,37.29,31.92,33.55,128,23.15,37.29,30.76,31.12,543,22.01,90.91,30.93,31.04,1731
Sticker | tarik | Cologne 2015,EUR,8.5,7.04,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | BnTeT | Katowice 2019,EUR,0.58,0.38,,,,,0,,,,,0,,,,,0,,,,,0
PP-Bizon | Bamboo Print (Factory New),EUR,9.41,7.56,,,,,0,6.73,6.73,6.73,6.73,1,5.82,15.99,8.62,7.11,8,5.3,15.99,8.2,7.62,16
StatTrak™ FAMAS | Commemoration (Battle-Scarred),EUR,26.53,28.47,,,,,0,,,,,0,,,,,0,17.5,20,18.75,18.75,2
Sealed Graffiti | Shining Star (Cash Green),EUR,0.99,0.22,,,,,0,0.18,0.18,0.18,0.18,1,0.18,0.33,0.26,0.26,2,0.18,0.66,0.41,0.4,8
StatTrak™ SSG 08 | Turbo Peek (Battle-Scarred),EUR,45.86,20.14,,,,,0,,,,,0,14.8,14.8,14.8,14.8,1,14.8,14.8,14.8,14.8,1
Sealed Graffiti | 1G (Cash Green),EUR,4.86,0.15,,,,,0,,,,,0,,,,,0,0.1,0.12,0.11,0.11,2
StatTrak™ G3SG1 | Dream Glade (Factory New),EUR,3.53,3.4,2.5,2.5,2.5,2.5,1,2.5,5.5,3.84,3.98,10,2.5,8,3.98,3.98,15,2.38,8,3.61,3.44,29
AUG | Snake Pit (Battle-Scarred),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.03,0.03,0.03,60
Galil AR | Acid Dart (Field-Tested),EUR,0.38,0.33,,,,,0,0.2,0.28,0.24,0.24,2,0.2,0.85,0.36,0.28,25,0.16,1.64,0.41,0.3,60
★ Huntsman Knife | Black Laminate (Battle-Scarred),EUR,124.71,157.77,,,,,0,115.44,161.06,139.72,136.34,5,110.25,162.62,135.35,135,23,110.25,174.99,141.13,141.2,87
Sticker | NRG | Berlin 2019,EUR,2.25,1.74,,,,,0,,,,,0,1.2,2.2,1.59,1.52,10,1.11,2.49,1.7,1.44,19
Souvenir FAMAS | Teardown (Field-Tested),EUR,,34.6,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | GGWP (Tracer Yellow),EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,21
Sticker | Cloud9 (Holo) | DreamHack 2014,EUR,499,478.08,,,,,0,402.78,456.8,421.15,412.5,4,369.87,456.8,402.93,396.39,8,344.78,456.8,386.04,383.06,18
Sticker | felps (Foil) | Boston 2018,EUR,23.41,4.5,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Bad News Eagles (Holo) | Antwerp 2022,EUR,0.95,0.62,,,,,0,0.45,0.45,0.45,0.45,1,0.45,0.8,0.67,0.72,10,0.29,1.19,0.62,0.51,58
★ StatTrak™ Huntsman Knife | Gamma Doppler (Minimal Wear),EUR,,543.31,,,,,0,,,,,0,,,,,0,379.52,500,423.56,391.16,3
Sticker | IHC Esports (Holo) | Rio 2022,EUR,0.64,0.55,,,,,0,0.47,0.48,0.48,0.48,4,0.44,1.87,1.22,1.69,11,0.35,1.87,1.23,1.69,23
★ StatTrak™ Bowie Knife | Doppler (Minimal Wear),EUR,885.43,1380.68,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | drop | Stockholm 2021,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,3
Gallery Case,EUR,0.73,0.83,0.58,0.85,0.81,0.84,257,0.37,3,0.72,0.72,3865,0.37,3,0.68,0.69,18368,0.37,3,0.71,0.7,111451
Sticker | Hobbit | London 2018,EUR,2.99,0.97,,,,,0,0.71,0.71,0.71,0.71,2,0.71,0.71,0.71,0.71,2,0.71,1.44,1.08,1.08,4
UMP-45 | Houndstooth (Well-Worn),EUR,,3.73,,,,,0,,,,,0,,,,,0,2.56,4.22,3.39,3.39,2
M4A1-S | Boreal Forest (Well-Worn),EUR,0.18,0.11,,,,,0,0.07,0.18,0.11,0.08,15,0.06,0.23,0.09,0.07,39,0.04,5.56,0.13,0.06,103
Souvenir USP-S | Desert Tactical (Factory New),EUR,4.74,3.63,,,,,0,4.56,4.56,4.56,4.56,1,3.12,5.58,4.4,4.45,4,3.12,13,5.04,4.31,13
StatTrak™ AK-47 | Red Laminate (Factory New),EUR,1080,1069.54,,,,,0,,,,,0,,,,,0,940.78,1124.99,1054.74,1098.45,3
Sticker | yuurih (Glitter) | Antwerp 2022,EUR,0.16,0.07,,,,,0,,,,,0,0.07,0.08,0.07,0.07,4,0.04,1.83,0.2,0.04,12
★ Shadow Daggers | Crimson Web (Minimal Wear),EUR,136.45,157.74,130,130,130,130,1,130,133.01,131.27,130.8,3,118.97,138.12,128.15,130,9,108.25,154.65,129.91,130.5,20
MAC-10 | Graven (Minimal Wear),EUR,34.99,30.02,,,,,0,,,,,0,21.95,21.95,21.95,21.95,1,18.99,31.99,23.91,21.52,7
Sticker | Lekr0 | Atlanta 2017,EUR,6.66,3.57,,,,,0,,,,,0,,,,,0,2.57,4.58,3.58,3.58,2
StatTrak™ SG 553 | Phantom (Minimal Wear),EUR,3.59,1.89,,,,,0,1.83,1.83,1.83,1.83,1,1.36,1.83,1.55,1.46,14,1.27,2.5,1.64,1.58,61
Sticker | m0NESY (Gold) | Copenhagen 2024,EUR,41.19,42.71,,,,,0,,,,,0,31.42,31.42,31.42,31.42,1,26,38.27,32.18,31.84,6
★ Navaja Knife | Case Hardened (Battle-Scarred),EUR,138.07,500.93,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | woxic (Holo) | Copenhagen 2024,EUR,,0.77,1.99,1.99,1.99,1.99,1,1.99,1.99,1.99,1.99,1,1.99,1.99,1.99,1.99,1,0.71,1.99,1.66,1.97,4
Sticker | rain (Holo) | Rio 2022,EUR,1.59,1.35,,,,,0,,,,,0,,,,,0,,,,,0
XM1014 | Seasons (Factory New),EUR,2.93,3.25,2.43,3.27,2.76,2.66,4,2.43,3.45,2.68,2.6,16,2.34,17.95,3.12,2.61,47,2,25,3.25,2.7,151
Souvenir UMP-45 | Gunsmoke (Field-Tested),EUR,300,23.99,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Vitality (Holo) | 2020 RMR,EUR,0.07,0.09,0.06,0.07,0.07,0.07,3,0.05,0.16,0.08,0.07,22,0.05,1,0.14,0.13,229,0.04,1,0.13,0.08,406
StatTrak™ Glock-18 | Royal Legion (Minimal Wear),EUR,9.78,10.54,,,,,0,7.4,8.33,7.89,7.9,5,7.4,13.03,9.42,9.23,23,6.4,23.9,10.31,9.59,82
Souvenir XM1014 | CaliCamo (Minimal Wear),EUR,,21.46,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Uh Oh (Blood Red),EUR,,0.39,,,,,0,,,,,0,3.34,3.34,3.34,3.34,1,0.14,3.34,1.22,0.18,3
Sticker | Vega Squadron (Foil) | Boston 2018,EUR,32.34,24.96,,,,,0,,,,,0,15.45,15.45,15.45,15.45,1,15.45,15.45,15.45,15.45,1
Sticker | Boombl4 (Foil) | Boston 2018,EUR,24.79,10.88,,,,,0,,,,,0,15.57,15.57,15.57,15.57,1,15.57,15.57,15.57,15.57,1
StatTrak™ Five-SeveN | Angry Mob (Factory New),EUR,39.66,43.38,,,,,0,37.31,37.31,37.31,37.31,1,31.73,40.55,37.5,38.86,4,30.08,43.77,35.12,33.18,18
Sticker | Hello Galil AR (Gold),EUR,1.35,1.61,,,,,0,,,,,0,,,,,0,1.01,2.58,2.09,2.49,6
Copenhagen 2024 Champions Autograph Capsule,EUR,0.22,0.25,0.2,0.23,0.22,0.22,8,0.2,0.3,0.23,0.22,116,0.17,0.3,0.22,0.23,297,0.12,0.31,0.2,0.2,848
Sticker | OG (Glitter) | Rio 2022,EUR,0.43,0.1,,,,,0,0.07,0.45,0.37,0.43,6,0.06,0.45,0.27,0.38,22,0.05,0.55,0.22,0.07,52
★ Survival Knife | Stained (Well-Worn),EUR,118.32,137.54,103.72,103.72,103.72,103.72,1,103.72,124.37,111.18,105.45,3,103.72,133.33,118.6,118.91,9,103.27,149.24,122.64,123.09,27
M4A1-S | Atomic Alloy (Battle-Scarred),EUR,44.94,43.18,,,,,0,33.5,33.5,33.5,33.5,1,28.78,33.5,30.51,29.24,3,22.02,33.5,29.27,29.24,5
StatTrak™ USP-S | Cyrex (Factory New),EUR,11.86,14.32,10.25,14,11.48,11.38,12,10.15,14.18,11.75,11.38,40,10.03,48.04,12.52,11.56,116,7.19,48.04,12.74,11.74,340
AK-47 | Gold Arabesque (Field-Tested),EUR,2070.02,2532.8,,,,,0,2000,2000,2000,2000,1,1929,2400,2113.92,2049.2,7,1854.71,2400,2087.84,2082.46,17
P250 | Verdigris (Field-Tested),EUR,0.16,0.23,,,,,0,0.1,0.18,0.15,0.15,17,0.1,0.41,0.16,0.16,155,0.1,0.41,0.15,0.16,310
★ StatTrak™ Kukri Knife | Blue Steel (Field-Tested),EUR,218.31,233.66,174.32,174.32,174.32,174.32,1,174.32,174.32,174.32,174.32,1,174.32,237.48,205.77,207.54,7,174.32,278.89,223.59,216.09,19
MAC-10 | Surfwood (Minimal Wear),EUR,4.52,6.19,,,,,0,,,,,0,4.26,6.34,5.52,5.78,12,3.98,6.34,5.27,5.45,27
★ Bayonet | Stained (Minimal Wear),EUR,320,318.96,,,,,0,,,,,0,227.24,289.92,260.88,256.01,5,227.24,321.58,274.61,273.43,15
Sticker | FalleN | Rio 2022,EUR,3.49,0.92,,,,,0,,,,,0,,,,,0,0.66,1.33,1.07,1.21,9
XM1014 | Monster Melt (Minimal Wear),EUR,7.99,8.2,6.13,8.1,7.36,7.84,3,6.07,8.1,7.08,7,17,5.03,10.31,6.85,6.7,75,4.22,14.9,8.41,7.93,340
Sticker | Perfecto | Rio 2022,EUR,0.18,0.04,,,,,0,0.04,0.04,0.04,0.04,1,0.04,0.04,0.04,0.04,3,0.03,0.35,0.1,0.04,17
Sticker | Blood Ravens,EUR,,0.9,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Stiletto Knife | Ultraviolet (Well-Worn),EUR,,247.96,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Eternal Fire | Antwerp 2022,EUR,0.2,0.17,0.22,0.27,0.26,0.27,4,0.12,0.27,0.22,0.24,36,0.08,0.27,0.17,0.16,288,0.07,3.88,0.32,0.24,902
Sticker | shroud (Foil) | Cologne 2015,EUR,79.89,67.3,,,,,0,,,,,0,67.8,67.8,67.8,67.8,1,54.72,74.89,65.8,67.8,3
AUG | Amber Fade (Field-Tested),EUR,1.22,1.23,0.91,0.91,0.91,0.91,1,0.91,1.38,1.15,1.14,2,0.91,1.38,1.08,1.03,12,0.91,2,1.18,1.12,42
Sticker | LGB eSports (Foil) | Katowice 2015,EUR,440.35,535.25,,,,,0,,,,,0,420,420,420,420,1,420,420,420,420,1
Sticker | Gambit Gaming | MLG Columbus 2016,EUR,2.04,2.43,,,,,0,,,,,0,1.74,2.04,1.94,2.04,3,1.74,2.49,2.04,2.04,15
Souvenir P250 | Gunsmoke (Factory New),EUR,62.86,33.41,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Desert Eagle | Cobalt Disruption (Factory New),EUR,153.97,215.87,157.69,213.99,185.84,185.84,2,151.45,213.99,163.59,157.39,8,130.29,213.99,154.53,153.75,29,113.63,386.44,154.41,149.13,88
★ Survival Knife | Urban Masked (Well-Worn),EUR,117.1,136.7,,,,,0,,,,,0,118,118,118,118,1,115.75,130.38,120.77,118.48,4
Sticker | OG | 2020 RMR,EUR,0.03,0.03,0.02,0.03,0.02,0.02,4,0.02,0.03,0.03,0.03,25,0.02,0.04,0.02,0.02,97,0.02,0.04,0.02,0.02,313
Galil AR | Hunting Blind (Factory New),EUR,4.83,4.95,,,,,0,,,,,0,4.83,4.83,4.83,4.83,1,4.31,7.99,5.27,4.82,5
MP9 | Goo (Minimal Wear),EUR,0.85,0.97,0.92,1.06,0.96,0.93,4,0.75,1.08,0.97,0.97,15,0.7,3.42,0.94,0.94,89,0.61,3.56,1.2,1.05,359
Sticker | syrsoN (Gold) | Rio 2022,EUR,10.52,12.07,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Tec-9 | Toxic (Well-Worn),EUR,11.39,11.05,,,,,0,,,,,0,,,,,0,,,,,0
Galil AR | Connexion (Factory New),EUR,1.22,1.56,1.1,1.54,1.33,1.41,5,1.06,1.66,1.32,1.38,21,0.9,6.1,1.5,1.44,76,0.9,6.1,1.57,1.45,275
Sticker | GeT_RiGhT (Gold) | Katowice 2019,EUR,62.81,45.07,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Nomad Knife | Urban Masked (Factory New),EUR,,1124.46,,,,,0,,,,,0,,,,,0,,,,,0
AWP | Desert Hydra (Minimal Wear),EUR,2223.18,2295.39,,,,,0,1915,2012.24,1963.62,1963.62,2,1749.64,2012.24,1892.29,1915,3,1749.64,2103.37,1966.51,2001.1,14
Sticker | aliStair (Gold) | Shanghai 2024,EUR,1.99,1.65,,,,,0,,,,,0,1.2,1.2,1.2,1.2,1,0.94,1.37,1.13,1.19,5
Sticker | RpK (Foil) | Cologne 2016,EUR,,17.53,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | 00 Nation | Rio 2022,EUR,0.22,0.15,0.21,0.21,0.21,0.21,1,0.12,0.22,0.2,0.22,7,0.12,0.23,0.19,0.19,115,0.09,0.26,0.17,0.16,346
Nova | Turquoise Pour (Minimal Wear),EUR,0.4,0.43,,,,,0,0.34,0.7,0.52,0.51,4,0.28,1.25,0.48,0.4,22,0.27,1.25,0.47,0.4,30
Sticker | chelo (Gold) | Antwerp 2022,EUR,6.3,1.59,,,,,0,,,,,0,,,,,0,3.25,4.36,4.08,4.36,4
★ StatTrak™ M9 Bayonet | Fade (Minimal Wear),EUR,,2106.98,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | junior (Gold) | Antwerp 2022,EUR,3.64,2.54,,,,,0,,,,,0,,,,,0,1.44,1.44,1.44,1.44,1
P90 | Astral Jörmungandr (Well-Worn),EUR,,376.64,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | ALEX | Katowice 2019,EUR,0.94,0.57,,,,,0,,,,,0,,,,,0,0.29,0.29,0.29,0.29,2
StatTrak™ Nova | Rising Sun (Factory New),EUR,19.99,7.53,,,,,0,5.91,18.21,9.75,7.99,7,5.37,20,7.98,6.64,22,5.37,20,8.21,6.96,32
Sticker | gla1ve (Gold) | Boston 2018,EUR,,133.61,,,,,0,,,,,0,,,,,0,,,,,0
★ Skeleton Knife | Forest DDPAT (Factory New),EUR,450,410.1,,,,,0,287.86,317.16,302.51,302.51,2,287.86,317.16,302.51,302.51,2,287.86,421.32,342.11,317.16,3
Sticker | AZR | Berlin 2019,EUR,0.28,0.11,,,,,0,0.08,0.1,0.09,0.1,3,0.06,0.1,0.08,0.08,5,0.04,0.1,0.06,0.04,14
Sticker | Ninjas in Pyjamas (Holo) | MLG Columbus 2016,EUR,34.29,18.64,,,,,0,,,,,0,18,23.9,19.92,18.72,8,12.91,23.9,18.06,17.99,27
M4A4 | The Battlestar (Well-Worn),EUR,8.84,9.84,,,,,0,,,,,0,,,,,0,10.3,10.55,10.52,10.55,9
Sticker | compLexity Gaming (Holo) | Katowice 2014,EUR,1492.04,2086.71,,,,,0,,,,,0,,,,,0,1335.99,1335.99,1335.99,1335.99,1
Sticker | k0nfig (Gold) | London 2018,EUR,,74.23,,,,,0,,,,,0,,,,,0,,,,,0
M4A4 | Howl (Minimal Wear),EUR,5473.52,6247.3,,,,,0,5200,5300.22,5250.11,5250.11,2,4738.42,5633.56,5219.02,5201.54,8,4118.39,5633.56,5044.28,5164.47,23
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),EUR,62.81,74.13,53.41,63.53,59.85,62.6,3,46.03,69,62.36,62.6,11,46.03,69,60.41,60.64,46,46.03,100,62.95,61.01,126
ESL One Cologne 2014 Overpass Souvenir Package,EUR,643.87,808.16,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Recoil MP9 (Dust Brown),EUR,4.49,2.07,,,,,0,,,,,0,,,,,0,1.89,1.89,1.89,1.89,1
"Music Kit | Robert Allaire, Insurgency",EUR,3.7,3.99,,,,,0,,,,,0,2.79,4.07,3.24,3.15,7,2.4,4.07,3.1,3.06,25
P2000 | Lifted Spirits (Factory New),EUR,0.21,0.26,0.19,0.29,0.23,0.22,4,0.16,0.29,0.2,0.19,9,0.16,0.74,0.28,0.22,27,0.16,1.14,0.32,0.26,99
AK-47 | Phantom Disruptor (Well-Worn),EUR,4.14,5.18,,,,,0,3.7,4.37,3.92,3.8,4,3.27,4.99,4.02,3.99,13,3.27,6.05,4.71,4.49,37
Sealed Graffiti | Recoil MP7 (Shark White),EUR,10.67,1.38,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | EliGE (Holo) | Shanghai 2024,EUR,,1.26,,,,,0,,,,,0,1.35,1.35,1.35,1.35,1,1.06,2.78,1.75,1.35,6
