market_hash_name,currency,current_min_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
FAMAS | Valence (Field-Tested),EUR,1.98,1.99,3.19,2.45,2.33,5,1.87,3.19,2.31,2.3,26,1.47,3.19,2.29,2.3,100,1.47,5.34,2.64,2.48,326
Nova | Ranger (Field-Tested),EUR,0.48,,,,,0,0.37,0.46,0.4,0.4,9,0.37,0.48,0.42,0.42,22,0.24,0.64,0.47,0.46,99
Souvenir Galil AR | Hunting Blind (Factory New),EUR,4.18,,,,,0,3.32,3.41,3.37,3.36,2,3.32,10,4.86,3.99,8,3.14,10,5,4.35,21
★ StatTrak™ Ursus Knife | Crimson Web (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ P250 | Ripple (Field-Tested),EUR,0.32,,,,,0,0.32,0.53,0.42,0.41,3,0.32,0.53,0.41,0.37,9,0.27,1.88,0.38,0.32,39
★ StatTrak™ Stiletto Knife | Damascus Steel (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,275.99,275.99,275.99,275.99,1
★ StatTrak™ Bowie Knife | Autotronic (Battle-Scarred),EUR,,,,,,0,,,,,0,195,195,195,195,1,195,195,195,195,1
Sticker | Hot Wings (Holo),EUR,5.6,,,,,0,1,1,1,1,1,1,1,1,1,1,0.93,1.6,1.09,1,5
Five-SeveN | Urban Hazard (Minimal Wear),EUR,1.5,1.35,1.58,1.47,1.46,2,1.15,3,1.57,1.62,32,1.08,5.76,1.66,1.64,151,1.08,7.22,1.77,1.69,423
"Music Kit | Knock2, Make U SWEAT!",EUR,1.1,0.73,0.83,0.78,0.78,2,0.73,1.49,1.13,1.13,14,0.69,1.49,1.12,1.15,51,0.69,3,1.22,1.21,197
Sticker | Luck Skill (Foil),EUR,3.99,,,,,0,3.99,3.99,3.99,3.99,2,3.99,3.99,3.99,3.99,3,3.01,4.48,3.93,3.99,11
AUG | Syd Mead (Factory New),EUR,9.62,,,,,0,8.05,11.13,9.59,9.59,2,5.93,11.13,8.78,9,15,5.93,11.13,8.62,8.94,33
StatTrak™ Negev | Dazzle (Well-Worn),EUR,1.06,,,,,0,,,,,0,,,,,0,0.42,0.75,0.6,0.66,14
★ Specialist Gloves | Foundation (Minimal Wear),EUR,1400,,,,,0,,,,,0,1491.77,1491.77,1491.77,1491.77,1,761.92,1491.77,1005.2,761.92,3
Souvenir Dual Berettas | Contractor (Battle-Scarred),EUR,222.29,,,,,0,,,,,0,,,,,0,,,,,0
MP5-SD | Condition Zero (Minimal Wear),EUR,0.75,0.91,0.91,0.91,0.91,1,0.73,0.92,0.81,0.78,8,0.66,1.52,0.95,0.89,21,0.62,1.95,1.03,0.92,51
Sealed Graffiti | Quickdraw (Battle Green),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,26
Sealed Graffiti | Noscope (Monarch Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,111
AWP | Neo-Noir (Factory New),EUR,28.11,24.59,70,31.44,29.53,15,24,70,29.36,29.01,113,24,315.56,30.89,29.38,402,22.83,315.56,32.39,31.44,1225
★ StatTrak™ Bowie Knife | Tiger Tooth (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ M4A4 | Choppa (Battle-Scarred),EUR,0.09,,,,,0,0.08,0.11,0.09,0.09,9,0.07,8.5,0.29,0.1,52,0.07,8.5,0.31,0.11,88
Patch | Combine Helmet,EUR,0.51,,,,,0,0.48,1.09,0.89,0.98,4,0.48,1.13,0.88,0.9,24,0.48,1.43,0.88,0.9,58
StatTrak™ M4A4 | Turbine (Factory New),EUR,16,,,,,0,11.93,14.99,13.73,13.99,4,7.63,39.1,14.74,12.08,22,7.63,39.1,17.05,13.99,51
Sticker | LEGIJA | Boston 2018,EUR,1.29,,,,,0,0.71,0.71,0.71,0.71,2,0.63,0.71,0.68,0.71,3,0.63,0.71,0.68,0.71,3
StatTrak™ PP-Bizon | Space Cat (Factory New),EUR,2.74,,,,,0,2.33,3.08,2.59,2.46,8,2.33,9.9,3.12,2.87,39,1.6,9.9,3.31,2.78,127
Sticker | Copenhagen Flames (Holo) | Stockholm 2021,EUR,8.38,8,8,8,8,7,5.94,8.39,7.41,7.5,36,3.48,8.86,6.15,6,290,3.04,8.86,5.28,4.88,690
MAC-10 | Sienna Damask (Battle-Scarred),EUR,0.42,0.36,0.9,0.59,0.56,5,0.36,0.9,0.59,0.56,5,0.35,0.9,0.52,0.46,9,0.35,3.38,0.6,0.5,26
M4A4 | The Battlestar (Minimal Wear),EUR,5.92,,,,,0,5,6.45,5.78,5.84,4,4.92,7.95,5.91,5.98,18,4.76,39.9,6.73,6.16,67
★ StatTrak™ Paracord Knife | Crimson Web (Field-Tested),EUR,175.24,,,,,0,,,,,0,166.91,166.91,166.91,166.91,1,166.91,222.62,199.71,205.14,7
PP-Bizon | Anolis (Well-Worn),EUR,,0.84,0.84,0.84,0.84,2,0.84,0.84,0.84,0.84,2,0.37,0.84,0.68,0.84,3,0.37,0.84,0.56,0.39,5
M249 | Deep Relief (Field-Tested),EUR,0.86,,,,,0,0.72,0.87,0.81,0.83,3,0.67,0.87,0.75,0.74,25,0.53,0.87,0.71,0.71,42
Sticker | Heroic (Holo) | Antwerp 2022,EUR,0.59,,,,,0,0.59,0.59,0.59,0.59,5,0.42,0.59,0.55,0.59,47,0.34,0.59,0.52,0.58,75
Sticker | Spiidi | MLG Columbus 2016,EUR,34.24,,,,,0,,,,,0,,,,,0,3,3,3,3,1
M249 | Midnight Palm (Battle-Scarred),EUR,4.46,,,,,0,,,,,0,,,,,0,3.63,3.63,3.63,3.63,1
P250 | Hive (Field-Tested),EUR,3.08,,,,,0,2.18,2.28,2.23,2.23,2,2.18,2.79,2.42,2.28,3,2,4.15,2.94,3.06,13
Sticker | FURIA (Glitter) | Shanghai 2024,EUR,0.26,,,,,0,0.09,0.29,0.21,0.22,16,0.07,0.29,0.14,0.12,34,0.04,0.39,0.09,0.06,116
Sticker | Hobbit (Gold) | Boston 2018,EUR,359.89,,,,,0,,,,,0,,,,,0,,,,,0
MP7 | Guerrilla (Field-Tested),EUR,0.76,,,,,0,0.85,0.85,0.85,0.85,1,0.81,0.96,0.86,0.84,10,0.72,1.03,0.84,0.83,25
Sticker | ICY (Holo) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | seized | Cologne 2015,EUR,2.11,,,,,0,,,,,0,,,,,0,2,2.5,2.17,2.06,5
P250 | Copper Oxide (Factory New),EUR,0.93,0.05,0.05,0.05,0.05,1,0.05,0.92,0.23,0.07,9,0.05,3.59,0.31,0.07,32,0.05,5,0.39,0.09,58
★ StatTrak™ Stiletto Knife,EUR,366.53,,,,,0,344.56,344.79,344.68,344.68,2,310.68,390,356.57,355.46,8,302.43,445.38,364.32,364,25
P90 | Wash me (Field-Tested),EUR,0.07,0.06,0.06,0.06,0.06,2,0.06,0.24,0.09,0.07,35,0.05,0.24,0.07,0.07,191,0.04,0.24,0.08,0.07,812
M4A4 | Jungle Tiger (Battle-Scarred),EUR,,,,,,0,8.15,62.31,35.23,35.23,2,8.15,122.55,64.34,62.31,3,4.99,122.55,35.35,7.94,6
★ StatTrak™ Karambit | Urban Masked (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,644.14,709.71,667.13,647.54,3
MP9 | Dart (Battle-Scarred),EUR,2.01,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ P250 | See Ya Later (Battle-Scarred),EUR,9.25,,,,,0,,,,,0,8.35,8.85,8.58,8.54,3,8.35,8.85,8.58,8.54,3
Sticker | somebody (Gold) | Shanghai 2024,EUR,,,,,,0,,,,,0,,,,,0,63.58,63.58,63.58,63.58,1
UMP-45 | K.O. Factory (Well-Worn),EUR,3.91,3.58,4.7,4.23,4.34,16,3.08,5.43,4.11,3.98,77,2.69,5.56,3.91,3.82,331,2.69,13.6,4.45,4.13,572
EMS Katowice 2014 Challengers,EUR,25750,,,,,0,,,,,0,,,,,0,,,,,0
P250 | Re.built (Factory New),EUR,0.26,0.22,0.22,0.22,0.22,2,0.2,0.5,0.33,0.23,21,0.15,0.72,0.33,0.26,52,0.15,1.4,0.35,0.3,164
Sticker | drop | Antwerp 2022,EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,25,0.02,0.02,0.02,0.02,26
M4A1-S | Boreal Forest (Battle-Scarred),EUR,0.08,,,,,0,0.06,1.78,0.22,0.07,14,0.05,1.78,0.1,0.06,53,0.03,1.78,0.08,0.06,144
★ Shadow Daggers | Safari Mesh (Field-Tested),EUR,94,82.63,82.63,82.63,82.63,1,82.63,93.51,88.07,88.07,2,77.45,93.51,85.18,85.92,6,63.61,111.5,89.1,88.66,29
StatTrak™ M4A4 | Bullet Rain (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,49.5,49.5,49.5,49.5,1
StatTrak™ P250 | Verdigris (Field-Tested),EUR,0.31,0.42,0.42,0.42,0.42,1,0.28,0.42,0.33,0.32,8,0.23,0.42,0.33,0.32,22,0.22,0.49,0.31,0.31,88
Souvenir P90 | ScaraB Rush (Well-Worn),EUR,3.5,,,,,0,,,,,0,2.2,2.2,2.2,2.2,1,2.07,4.4,2.89,2.2,3
Patch | Wildfire,EUR,0.7,0.55,0.58,0.57,0.56,2,0.53,1.29,0.87,1.13,19,0.53,1.3,0.84,0.75,89,0.45,1.62,0.85,0.77,231
StatTrak™ CZ75-Auto | Distressed (Field-Tested),EUR,0.11,,,,,0,,,,,0,0.11,0.12,0.11,0.11,7,0.08,0.15,0.11,0.11,28
Souvenir Nova | Sobek's Bite (Minimal Wear),EUR,5.35,,,,,0,,,,,0,6.15,6.15,6.15,6.15,1,4.64,9.79,6.85,6.15,7
Sticker | INS (Holo) | Rio 2022,EUR,13.57,,,,,0,,,,,0,6.95,7.08,6.99,6.95,3,6.95,13.34,9.27,9.04,7
Sticker | Lake (Holo) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | GGWP (Tiger Orange),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,17
Sticker | Stewie2K (Foil) | Krakow 2017,EUR,60,,,,,0,38.55,58,48.28,48.28,2,38.55,58,48.28,48.28,2,38.55,58,46.11,41.78,3
Five-SeveN | Hybrid (Field-Tested),EUR,0.61,0.47,0.63,0.58,0.63,3,0.47,0.94,0.66,0.63,49,0.4,1.9,0.68,0.64,262,0.4,1.9,0.75,0.73,796
Sticker | Lucky (Gold) | Berlin 2019,EUR,30.99,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ M4A1-S | Emphorosaur-S (Battle-Scarred),EUR,1.75,,,,,0,1.32,2.64,1.75,1.62,6,1.32,2.64,1.69,1.61,25,1.32,2.71,1.84,1.81,98
Sticker | rain (Foil) | Krakow 2017,EUR,,,,,,0,,,,,0,36.88,36.88,36.88,36.88,1,36.88,36.88,36.88,36.88,1
StatTrak™ FAMAS | Roll Cage (Well-Worn),EUR,6.08,,,,,0,5.45,6.5,5.98,5.98,2,5.45,6.96,6.44,6.6,5,5.45,9.89,7.44,7.04,20
Sticker | jkaem (Gold) | Copenhagen 2024,EUR,2.27,,,,,0,1.75,1.75,1.75,1.75,1,1.75,1.75,1.75,1.75,1,1.35,1.75,1.55,1.55,2
Sticker | Natus Vincere (Holo) | DreamHack 2014,EUR,279,,,,,0,289.01,289.01,289.01,289.01,1,237.86,301.24,269.02,279.15,5,237.86,301.24,269.45,266.03,12
StatTrak™ Nova | Plume (Minimal Wear),EUR,,,,,,0,1.9,1.96,1.93,1.93,2,1.68,1.96,1.85,1.9,5,1.48,2.02,1.79,1.82,8
Sticker | DD | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Falchion Knife | Crimson Web (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | bLitz (Holo) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Team Spirit (Glitter) | Rio 2022,EUR,0.35,0.09,0.1,0.1,0.1,3,0.09,0.12,0.1,0.1,5,0.09,0.4,0.26,0.32,20,0.07,0.4,0.19,0.1,55
Souvenir Nova | Walnut (Field-Tested),EUR,0.6,,,,,0,0.47,0.47,0.47,0.47,1,0.4,1.28,0.63,0.57,18,0.4,7.25,1.05,0.69,63
★ StatTrak™ Nomad Knife | Night Stripe (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | KEi | Paris 2023,EUR,0.02,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,23
Sticker | karrigan (Glitter) | Paris 2023,EUR,0.15,,,,,0,0.02,0.03,0.03,0.02,2,0.02,0.03,0.02,0.02,4,0.02,0.03,0.02,0.02,22
StatTrak™ MP5-SD | Gauss (Factory New),EUR,4.5,,,,,0,5,5,5,5,1,2.69,9.91,5.15,4,4,2.32,15.9,4.16,3.28,24
Glock-18 | Shinobu (Minimal Wear),EUR,9.72,7.92,14.1,10.3,10.13,21,7.91,16.65,11.41,11.8,142,7,22.86,11.29,11.02,606,7,47.47,13.72,11.98,1042
★ StatTrak™ Shadow Daggers | Boreal Forest (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Talon Knife | Rust Coat (Battle-Scarred),EUR,393,398.69,398.69,398.69,398.69,2,341.95,455,388.86,385,19,300.03,467.5,388.88,394.54,56,300.03,569.69,398.06,397.76,162
★ StatTrak™ Falchion Knife | Bright Water (Well-Worn),EUR,,,,,,0,,,,,0,130.52,130.52,130.52,130.52,1,130.52,130.52,130.52,130.52,1
Sticker | Nemiga (Holo) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Galil AR | CAUTION! (Well-Worn),EUR,,,,,,0,,,,,0,39.06,39.06,39.06,39.06,1,27.8,39.06,32.59,30.9,3
StatTrak™ Dual Berettas | Royal Consorts (Factory New),EUR,9.88,13.49,13.49,13.49,13.49,1,8.47,13.49,11.47,11.92,6,8.37,13.49,10.64,10.46,15,8.37,24.49,11.61,11.07,59
Sealed Graffiti | Recoil UMP-45 (Bazooka Pink),EUR,9,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | jabbi (Glitter) | Paris 2023,EUR,0.15,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,5,0.02,0.03,0.02,0.02,17
Sticker | Snax (Holo) | Copenhagen 2024,EUR,6.99,,,,,0,,,,,0,2.19,2.19,2.19,2.19,1,1.84,16.42,5.84,2.54,4
Sealed Graffiti | GTG (Blood Red),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,11
Sticker | gob b | Cologne 2015,EUR,7.99,,,,,0,,,,,0,,,,,0,4.3,4.41,4.36,4.36,2
Shanghai 2024 Ancient Souvenir Package,EUR,2.84,2.8,2.8,2.8,2.8,5,2.14,3.8,2.99,3.03,31,2.14,3.8,2.89,3,82,1.81,4,2.85,2.92,230
★ Falchion Knife | Tiger Tooth (Factory New),EUR,241.32,227.9,273.21,245.08,234.14,3,227.9,274.99,250.81,245.06,17,213.02,274.99,242.37,240.07,75,206.13,333.34,253.36,253.27,262
MAG-7 | Sand Dune (Field-Tested),EUR,1.28,,,,,0,,,,,0,1.12,1.12,1.12,1.12,2,1.12,1.46,1.27,1.27,6
Sticker | Twistzz (Gold) | Austin 2025,EUR,44.3,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Kvik (Foil) | Katowice 2019,EUR,9.32,,,,,0,,,,,0,8.99,8.99,8.99,8.99,1,4.11,8.99,6.13,5.88,6
Sticker | LETN1 (Gold) | Berlin 2019,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Tec-9 | Jambiya (Field-Tested),EUR,0.55,,,,,0,0.47,0.61,0.56,0.59,3,0.47,0.63,0.55,0.53,20,0.47,0.63,0.54,0.53,93
M4A4 | Daybreak (Factory New),EUR,431.1,441.82,441.82,441.82,441.82,1,427.06,470.43,446.44,441.82,3,334.24,470.43,423.83,434.44,8,283.34,470.43,361.41,360,43
★ Falchion Knife | Slaughter (Factory New),EUR,302.09,346.43,346.43,346.43,346.43,1,293.76,346.43,326.2,329.54,5,283.16,368.69,325.53,329.54,21,283.16,390.14,331.54,335.34,82
M4A1-S | Chantico's Fire (Minimal Wear),EUR,51.6,50.71,59.8,55.45,56.94,5,46.7,71.96,55.4,55.51,23,42.57,84.99,53.45,52.4,98,42.57,84.99,56.82,55.5,270
Sealed Graffiti | 1G (Bazooka Pink),EUR,0.7,,,,,0,,,,,0,,,,,0,0.11,0.13,0.11,0.11,5
Sticker | dennis | Cologne 2015,EUR,3.21,,,,,0,3.24,3.24,3.24,3.24,1,2,3.24,2.62,2.62,2,1.93,3.24,2.47,2,5
Souvenir P250 | Black & Tan (Battle-Scarred),EUR,3.6,,,,,0,0.19,0.19,0.19,0.19,1,0.19,0.19,0.19,0.19,1,0.19,0.26,0.23,0.22,2
★ Falchion Knife | Tiger Tooth (Minimal Wear),EUR,310.86,,,,,0,249.99,249.99,249.99,249.99,1,192.64,249.99,227.64,237.64,5,192.64,275.7,239.64,245.2,14
★ StatTrak™ Huntsman Knife | Slaughter (Minimal Wear),EUR,420,,,,,0,,,,,0,373.92,373.92,373.92,373.92,1,328.44,373.92,343.79,329,3
Sticker | yel (Foil) | Berlin 2019,EUR,3.99,,,,,0,,,,,0,,,,,0,2.16,3.9,2.78,2.54,4
AWP | Black Nile (Well-Worn),EUR,2.28,2.42,2.42,2.42,2.42,1,2.42,2.44,2.43,2.43,2,2.23,2.95,2.52,2.44,9,2.23,5.21,3.14,2.92,32
Sticker | jmqa (Foil) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Driver Gloves | Black Tie (Battle-Scarred),EUR,157.2,150.98,182.14,171.04,179.99,3,123.18,186.11,164.88,169.69,15,117.88,192.16,159.97,159.29,58,115.33,216.57,158.83,159.62,154
★ StatTrak™ Karambit | Ultraviolet (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Butterfly Knife | Marble Fade (Factory New),EUR,2400,,,,,0,2188.23,2724.98,2496.43,2490.13,8,1801.85,2724.98,2384.63,2411.22,42,1801.85,2839.99,2305.51,2300,119
★ Bowie Knife | Ultraviolet (Battle-Scarred),EUR,,,,,,0,113.64,113.64,113.64,113.64,1,107.01,163.3,125.44,115.72,4,107.01,163.3,129.27,128.76,15
M4A4 | The Emperor (Battle-Scarred),EUR,12.35,11.08,13.63,12.36,12.36,2,9.81,13.63,11.79,12.45,7,7.99,15.04,11.31,11.18,22,7.99,15.04,11.88,11.92,66
Sticker | huNter- | Copenhagen 2024,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,11
"Sticker | w0nderful (Holo, Champion) | Copenhagen 2024",EUR,0.42,,,,,0,0.5,2.19,1.35,1.34,2,0.31,2.19,0.74,0.37,7,0.26,2.19,0.59,0.33,30
Sticker | xertioN (Gold) | Paris 2023,EUR,1.38,,,,,0,,,,,0,1.26,2.49,2.03,2.18,4,0.96,2.49,1.79,2.18,7
Sticker | Heroic (Holo) | Stockholm 2021,EUR,1.38,,,,,0,0.84,1.38,1.09,1.1,25,0.65,1.38,0.97,0.98,40,0.5,1.38,0.81,0.76,100
XM1014 | Halftone Shift (Field-Tested),EUR,0.52,,,,,0,0.45,0.55,0.49,0.49,7,0.37,0.55,0.44,0.43,35,0.32,1.35,0.69,0.53,175
Sticker | Hello UMP-45 (Gold),EUR,4.55,,,,,0,4.8,4.8,4.8,4.8,2,1.6,4.8,3.73,4.8,3,1.6,4.8,2.75,2.65,23
Sticker | jeorge | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | dav1d (Gold) | Antwerp 2022,EUR,3.99,,,,,0,,,,,0,2.91,2.91,2.91,2.91,1,2.13,2.91,2.58,2.72,5
Sticker | gob b (Foil) | Cologne 2015,EUR,14.5,,,,,0,,,,,0,,,,,0,8.5,8.94,8.72,8.72,2
StatTrak™ P90 | Trigon (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,14.22,17.64,16.09,16.42,3
Galil AR | Rocket Pop (Battle-Scarred),EUR,0.46,,,,,0,0.34,0.54,0.47,0.5,4,0.34,1.13,0.55,0.5,16,0.34,5,0.56,0.46,98
Sticker | Bad News Eagles (Gold) | Rio 2022,EUR,1.68,,,,,0,1.37,1.37,1.37,1.37,1,1.37,1.37,1.37,1.37,1,1.37,9.63,3.99,2.56,5
Desert Eagle | Fennec Fox (Minimal Wear),EUR,347.81,,,,,0,279.66,322.64,303.65,301.98,6,279.66,349.79,316.24,309.45,19,264.05,349.79,310.39,307.42,50
StatTrak™ SCAR-20 | Outbreak (Factory New),EUR,1.28,,,,,0,1.42,1.42,1.42,1.42,1,1.22,1.75,1.46,1.42,3,1.17,2.21,1.57,1.64,25
★ Sport Gloves | Scarlet Shamagh (Field-Tested),EUR,345.73,358.98,449,396.58,389.16,4,303.36,573.22,388.13,385.81,39,259.7,666.18,387.81,384.25,139,259.7,666.18,379.98,375,404
Dual Berettas | Melondrama (Factory New),EUR,8.1,6.1,6.1,6.1,6.1,1,6.1,27.01,11.92,9.26,12,6.1,27.01,9.53,8.63,37,6.04,27.5,9.31,8.5,159
StatTrak™ USP-S | 27 (Minimal Wear),EUR,0.7,0.66,1.01,0.75,0.68,5,0.59,1.48,0.87,0.82,17,0.55,1.9,0.87,0.76,78,0.55,3.75,1.17,1.13,304
Sticker | TRY (Holo) | Rio 2022,EUR,15.39,,,,,0,,,,,0,2.39,2.66,2.53,2.52,2,2.39,2.66,2.53,2.52,2
Sticker | FaZe Clan (Foil) | MLG Columbus 2016,EUR,49.99,,,,,0,,,,,0,31.22,31.22,31.22,31.22,1,21.07,31.22,25.83,25.52,4
★ StatTrak™ Classic Knife,EUR,,,,,,0,320.95,320.95,320.95,320.95,1,272.39,350.6,323.83,326.19,5,272.39,416.62,335.52,326.19,13
Glock-18 | Sand Dune (Minimal Wear),EUR,49.99,,,,,0,23.61,23.61,23.61,23.61,1,18.69,53.69,26.56,24.8,14,18.28,102.99,28.89,25.21,28
Sticker | BLAST.tv | Paris 2023,EUR,0.02,0.02,0.02,0.02,0.02,3,0.02,0.02,0.02,0.02,25,0.02,0.05,0.02,0.02,126,0.02,0.05,0.02,0.02,2063
★ StatTrak™ Karambit | Damascus Steel (Battle-Scarred),EUR,,,,,,0,,,,,0,905.93,905.93,905.93,905.93,1,698.27,905.93,834.73,899.99,3
★ StatTrak™ Navaja Knife | Case Hardened (Well-Worn),EUR,,,,,,0,,,,,0,129.88,129.88,129.88,129.88,1,129.88,129.88,129.88,129.88,1
Nova | Yorkshire (Battle-Scarred),EUR,0.54,0.43,0.43,0.43,0.43,1,0.42,0.54,0.47,0.45,7,0.25,1.2,0.45,0.41,32,0.25,1.2,0.5,0.48,141
Sticker | Ninjas in Pyjamas (Holo) | Katowice 2014,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ UMP-45 | Corporal (Battle-Scarred),EUR,0.86,,,,,0,0.81,0.89,0.85,0.86,7,0.64,0.89,0.8,0.84,10,0.55,0.89,0.73,0.7,20
Patch | Crazy Banana,EUR,2.43,2.49,2.49,2.49,2.49,1,2.48,2.49,2.49,2.49,8,1.38,2.49,2.28,2.48,42,1.23,4.87,2.33,2.23,142
★ StatTrak™ Bayonet | Crimson Web (Field-Tested),EUR,389,,,,,0,,,,,0,337.67,337.67,337.67,337.67,1,269.49,400,328.49,322.16,6
P90 | Fallout Warning (Field-Tested),EUR,290,,,,,0,9,9,9,9,1,8.99,14.99,11.06,10.12,4,8.49,14.99,10.3,9.86,10
Charm | POP Art,EUR,1.49,0.99,2,1.71,1.83,14,0.99,2,1.47,1.4,74,0.89,2.91,1.31,1.25,317,0.57,18.05,1.39,1.24,1038
Sealed Graffiti | Little Crown (Brick Red),EUR,0.22,,,,,0,,,,,0,0.15,0.15,0.15,0.15,1,0.11,0.15,0.14,0.15,3
Galil AR | Green Apple (Minimal Wear),EUR,0.15,0.14,0.5,0.2,0.16,9,0.12,0.51,0.23,0.16,53,0.07,5.11,0.2,0.13,231,0.07,5.11,0.21,0.13,491
Sealed Graffiti | Kiss (Blood Red),EUR,9.83,,,,,0,,,,,0,1.22,1.6,1.41,1.41,2,1.22,2.45,1.99,2.16,16
R8 Revolver | Llama Cannon (Well-Worn),EUR,2.98,2.07,2.07,2.07,2.07,1,2.07,2.07,2.07,2.07,1,2.07,2.79,2.36,2.28,4,2.07,3.77,2.58,2.45,9
★ Karambit | Tiger Tooth (Factory New),EUR,1562.98,1592.1,1631.9,1612,1612,2,1473.03,1631.9,1554.55,1556.5,10,1354.7,1699,1554.7,1557.34,45,1199,1700,1438.92,1413.13,153
Sealed Graffiti | Little Crown (War Pig Pink),EUR,2.58,,,,,0,,,,,0,0.16,0.16,0.16,0.16,1,0.1,0.16,0.13,0.13,7
Sticker | Kaze (Gold) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ MAC-10 | Tatter (Minimal Wear),EUR,16.79,13.29,13.29,13.29,13.29,1,13.29,13.29,13.29,13.29,1,11.98,15.4,13.65,13.34,6,10.03,15.4,12.97,13.33,14
StatTrak™ Glock-18 | Wasteland Rebel (Factory New),EUR,30.19,28.26,28.26,28.26,28.26,1,28.26,28.6,28.43,28.43,4,22.73,30.93,27.54,28.26,22,21.99,42.99,28.74,28.5,58
Sticker | OG (Holo) | 2020 RMR,EUR,0.33,0.28,0.28,0.28,0.28,1,0.19,0.28,0.27,0.28,23,0.11,0.33,0.22,0.24,113,0.04,0.35,0.18,0.13,451
★ Huntsman Knife | Rust Coat (Well-Worn),EUR,151.48,,,,,0,109.45,109.45,109.45,109.45,1,109.45,131.3,122.98,128.18,3,108.45,140.14,125.21,128.18,9
Galil AR | Black Sand (Factory New),EUR,0.8,,,,,0,0.52,1,0.87,0.98,4,0.52,1,0.7,0.57,11,0.52,2.22,0.94,0.74,34
P90 | Asiimov (Field-Tested),EUR,7.12,6.26,9.35,7.66,7.52,4,6.07,11.74,7.96,7.98,40,5.7,45.21,7.92,7.34,163,5.51,45.21,7.73,7.5,516
Sticker | dephh (Foil) | Berlin 2019,EUR,1.65,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir M249 | Contrast Spray (Well-Worn),EUR,0.02,,,,,0,,,,,0,0.02,0.03,0.03,0.02,4,0.02,0.03,0.02,0.02,9
StatTrak™ Nova | Toy Soldier (Battle-Scarred),EUR,1.33,,,,,0,1.23,1.6,1.33,1.25,4,1.23,2.22,1.62,1.55,10,1.14,2.38,1.6,1.42,18
StatTrak™ P2000 | Corticera (Factory New),EUR,63.07,,,,,0,,,,,0,,,,,0,54.33,54.33,54.33,54.33,1
Sticker | Krad (Glitter) | Paris 2023,EUR,0.14,,,,,0,,,,,0,0.02,0.15,0.08,0.08,7,0.02,0.15,0.06,0.02,17
Sealed Graffiti | Applause (SWAT Blue),EUR,0.49,,,,,0,,,,,0,0.12,0.21,0.17,0.16,2,0.12,0.21,0.18,0.2,3
Desert Eagle | Night (Minimal Wear),EUR,16,16.36,23,18.65,16.66,5,14.37,32.99,19.68,18.72,30,13.2,92.9,18.95,16.63,117,12,92.9,18.49,17.2,391
